purchase_date,purchase_timestamp,store_id,customer_id,cashier_id,product_id,unit_price,discount,quantity,sales_value
2022-12-09,2022-12-09 14:00:02+09:00,1,12.0,11,122,3600,0,1,3600
2021-08-27,2021-08-27 14:00:12+09:00,1,13.0,10,32,1200,0,1,1200
2022-06-03,2022-06-03 19:00:25+09:00,1,13.0,5,140,4050,0,1,4050
2022-10-25,2022-10-25 18:00:40+09:00,4,13.0,14,128,4500,0,3,13500
2022-10-25,2022-10-25 18:00:40+09:00,4,13.0,14,126,2700,0,1,2700
2022-10-30,2022-10-30 12:00:20+09:00,4,13.0,14,62,1800,0,2,3600
2022-09-10,2022-09-10 15:00:38+09:00,2,14.0,11,5,1215,135,1,1215
2022-10-01,2022-10-01 20:00:00+09:00,1,14.0,15,135,4500,0,1,4500
2022-10-01,2022-10-01 20:00:00+09:00,1,14.0,15,110,2000,0,2,4000
2022-11-27,2022-11-27 14:00:46+09:00,3,14.0,14,26,1500,0,1,1500
2022-12-16,2022-12-16 13:00:21+09:00,2,14.0,15,132,2100,900,2,4200
2022-11-19,2022-11-19 14:00:02+09:00,4,15.0,12,140,4050,0,1,4050
2022-03-06,2022-03-06 15:00:34+09:00,3,16.0,14,140,3848,202,1,3848
2022-10-08,2022-10-08 13:00:58+09:00,4,16.0,8,67,3000,0,1,3000
2022-11-20,2022-11-20 10:00:25+09:00,3,16.0,8,59,2250,0,1,2250
2022-04-23,2022-04-23 20:00:13+09:00,3,17.0,12,129,2850,150,1,2850
2022-11-12,2022-11-12 11:00:48+09:00,3,17.0,12,135,4500,0,1,4500
2021-05-01,2021-05-01 18:00:37+09:00,1,18.0,15,150,4275,225,1,4275
2021-05-01,2021-05-01 18:00:37+09:00,1,18.0,15,84,1500,0,1,1500
2021-06-16,2021-06-16 15:00:20+09:00,1,18.0,10,26,1500,0,1,1500
2021-08-05,2021-08-05 20:00:41+09:00,1,18.0,6,75,2250,0,2,4500
2022-01-30,2022-01-30 16:00:28+09:00,1,18.0,11,41,1500,0,1,1500
2022-02-16,2022-02-16 17:00:07+09:00,2,18.0,10,164,6750,0,1,6750
2022-04-16,2022-04-16 11:00:07+09:00,2,18.0,15,150,4275,225,2,8550
2022-05-23,2022-05-23 16:00:13+09:00,1,18.0,15,149,6412,338,1,6412
2022-08-04,2022-08-04 14:00:03+09:00,2,18.0,10,96,1350,0,2,2700
2022-12-02,2022-12-02 15:00:00+09:00,3,18.0,14,71,2250,0,1,2250
2022-05-13,2022-05-13 17:00:16+09:00,2,19.0,11,141,2565,135,2,5130
2022-06-20,2022-06-20 13:00:12+09:00,2,19.0,5,32,1200,0,1,1200
2022-10-26,2022-10-26 19:00:48+09:00,3,19.0,7,54,900,100,1,900
2022-03-09,2022-03-09 14:00:43+09:00,1,20.0,6,155,3848,202,2,7696
2022-05-25,2022-05-25 14:00:23+09:00,2,20.0,10,158,4275,225,1,4275
2022-05-25,2022-05-25 14:00:23+09:00,2,20.0,10,130,5700,300,1,5700
2022-06-10,2022-06-10 11:00:48+09:00,2,20.0,11,96,1350,0,2,2700
2022-06-10,2022-06-10 11:00:48+09:00,2,20.0,11,61,2400,0,1,2400
2022-12-08,2022-12-08 16:00:05+09:00,2,20.0,11,84,1500,0,2,3000
2022-04-02,2022-04-02 15:00:16+09:00,3,21.0,7,26,1500,0,1,1500
2022-11-11,2022-11-11 18:00:32+09:00,4,21.0,7,179,6750,0,1,6750
2022-11-16,2022-11-16 17:00:58+09:00,3,21.0,8,168,2400,0,2,4800
2021-09-25,2021-09-25 14:00:00+09:00,1,22.0,10,71,2250,0,1,2250
2021-11-04,2021-11-04 12:00:25+09:00,2,22.0,15,77,1800,0,1,1800
2022-07-12,2022-07-12 17:00:30+09:00,2,22.0,11,99,1500,0,1,1500
2022-09-15,2022-09-15 17:00:41+09:00,4,22.0,12,47,1080,120,1,1080
2022-10-17,2022-10-17 18:00:42+09:00,2,22.0,15,78,1200,0,1,1200
2022-10-17,2022-10-17 18:00:42+09:00,2,22.0,15,120,2250,0,1,2250
2022-11-13,2022-11-13 14:00:34+09:00,2,22.0,6,71,2250,0,1,2250
2021-05-14,2021-05-14 20:00:52+09:00,1,23.0,6,47,1200,0,1,1200
2021-08-25,2021-08-25 13:00:44+09:00,1,23.0,5,95,2000,0,1,2000
2021-10-14,2021-10-14 14:00:14+09:00,1,23.0,15,171,2700,0,1,2700
2022-02-16,2022-02-16 15:00:16+09:00,3,23.0,12,80,2000,0,1,2000
2022-06-06,2022-06-06 19:00:19+09:00,1,23.0,15,102,1500,0,2,3000
2022-07-08,2022-07-08 11:00:39+09:00,1,23.0,10,94,2700,0,1,2700
2022-07-13,2022-07-13 15:00:11+09:00,1,23.0,5,2,1200,0,2,2400
2022-08-03,2022-08-03 17:00:51+09:00,1,23.0,11,17,1200,0,2,2400
2022-10-29,2022-10-29 13:00:36+09:00,4,23.0,12,132,3000,0,2,6000
2021-05-01,2021-05-01 14:00:18+09:00,1,24.0,6,88,4500,0,1,4500
2021-06-14,2021-06-14 14:00:41+09:00,1,24.0,15,89,3400,0,1,3400
2021-08-28,2021-08-28 20:00:22+09:00,1,24.0,6,62,1800,0,1,1800
2021-12-03,2021-12-03 19:00:07+09:00,2,24.0,11,65,2000,0,1,2000
2022-01-20,2022-01-20 18:00:43+09:00,2,24.0,15,36,900,0,2,1800
2022-03-30,2022-03-30 15:00:04+09:00,1,24.0,6,96,1350,0,1,1350
2022-07-28,2022-07-28 20:00:54+09:00,1,24.0,10,173,4500,0,1,4500
2022-05-05,2022-05-05 14:00:48+09:00,3,25.0,12,140,3848,202,2,7696
2022-06-30,2022-06-30 16:00:31+09:00,1,25.0,10,47,1200,0,1,1200
2022-07-06,2022-07-06 11:00:07+09:00,3,25.0,14,44,2250,0,1,2250
2022-10-30,2022-10-30 11:00:45+09:00,4,25.0,12,162,3000,0,1,3000
2021-06-25,2021-06-25 15:00:38+09:00,1,26.0,11,119,3400,0,1,3400
2021-06-25,2021-06-25 15:00:38+09:00,1,26.0,11,40,2000,0,1,2000
2021-12-21,2021-12-21 20:00:55+09:00,1,26.0,10,50,945,405,2,1890
2022-03-04,2022-03-04 15:00:50+09:00,3,26.0,12,59,2250,0,1,2250
2022-03-04,2022-03-04 15:00:50+09:00,3,26.0,12,45,1500,0,1,1500
2022-03-22,2022-03-22 16:00:33+09:00,1,26.0,10,131,4275,225,1,4275
2022-03-31,2022-03-31 11:00:47+09:00,1,26.0,6,33,800,0,1,800
2022-03-31,2022-03-31 11:00:47+09:00,1,26.0,6,134,6412,338,1,6412
2022-05-27,2022-05-27 13:00:46+09:00,1,26.0,15,59,2250,0,1,2250
2022-10-02,2022-10-02 14:00:34+09:00,1,26.0,15,74,3400,0,1,3400
2022-06-29,2022-06-29 15:00:16+09:00,2,27.0,11,44,2250,0,1,2250
2022-04-24,2022-04-24 16:00:18+09:00,2,28.0,6,131,4275,225,3,12825
2022-11-06,2022-11-06 16:00:07+09:00,4,28.0,14,177,3000,0,1,3000
2022-11-06,2022-11-06 16:00:07+09:00,4,28.0,14,93,1200,0,1,1200
2022-12-06,2022-12-06 14:00:16+09:00,1,28.0,10,132,3000,0,1,3000
2021-05-01,2021-05-01 13:00:33+09:00,1,29.0,15,5,1350,0,1,1350
2021-07-08,2021-07-08 15:00:24+09:00,1,29.0,11,60,1500,0,2,3000
2021-11-01,2021-11-01 14:00:29+09:00,2,29.0,6,66,1350,0,2,2700
2021-11-19,2021-11-19 20:00:03+09:00,2,29.0,6,116,2250,0,2,4500
2022-01-20,2022-01-20 10:00:26+09:00,1,29.0,10,71,2250,0,1,2250
2022-04-12,2022-04-12 15:00:26+09:00,2,29.0,6,114,1500,0,1,1500
2022-05-16,2022-05-16 15:00:01+09:00,2,29.0,6,35,1350,0,1,1350
2022-09-14,2022-09-14 14:00:20+09:00,2,29.0,6,73,4500,0,2,9000
2022-09-26,2022-09-26 13:00:43+09:00,2,29.0,11,104,3400,0,1,3400
2022-11-24,2022-11-24 16:00:56+09:00,4,29.0,8,148,9000,0,1,9000
2022-11-29,2022-11-29 19:00:36+09:00,3,29.0,7,179,6750,0,1,6750
2021-11-12,2021-11-12 16:00:52+09:00,1,30.0,11,143,4500,0,1,4500
2021-11-12,2021-11-12 16:00:52+09:00,1,30.0,11,170,4050,0,1,4050
2022-04-18,2022-04-18 15:00:58+09:00,1,30.0,5,83,2250,0,1,2250
2022-04-18,2022-04-18 15:00:58+09:00,1,30.0,5,53,1500,0,1,1500
2022-06-21,2022-06-21 19:00:54+09:00,3,30.0,12,107,1800,0,1,1800
2022-06-21,2022-06-21 19:00:54+09:00,3,30.0,12,78,1200,0,1,1200
2022-07-21,2022-07-21 18:00:46+09:00,3,30.0,8,21,900,0,1,900
2022-08-29,2022-08-29 10:00:34+09:00,3,30.0,7,46,1600,0,1,1600
2022-08-29,2022-08-29 10:00:34+09:00,3,30.0,7,67,3000,0,2,6000
2022-11-20,2022-11-20 17:00:48+09:00,3,30.0,12,93,1200,0,1,1200
2022-12-19,2022-12-19 14:00:54+09:00,1,30.0,5,35,945,405,1,945
2021-10-28,2021-10-28 17:00:44+09:00,1,31.0,10,23,1350,150,1,1350
2021-10-28,2021-10-28 17:00:44+09:00,1,31.0,10,141,2700,0,1,2700
2021-12-26,2021-12-26 17:00:47+09:00,2,31.0,6,9,700,300,1,700
2022-01-13,2022-01-13 13:00:03+09:00,2,31.0,11,84,1500,0,3,4500
2022-01-13,2022-01-13 13:00:03+09:00,2,31.0,11,83,2250,0,2,4500
2022-02-06,2022-02-06 15:00:19+09:00,3,31.0,12,125,4050,0,1,4050
2022-03-31,2022-03-31 15:00:42+09:00,2,31.0,15,119,3400,0,1,3400
2022-04-21,2022-04-21 17:00:49+09:00,3,31.0,3,13,3000,0,2,6000
2022-04-21,2022-04-21 17:00:49+09:00,3,31.0,3,104,3400,0,1,3400
2022-04-26,2022-04-26 10:00:05+09:00,2,31.0,10,117,1500,0,1,1500
2022-06-15,2022-06-15 11:00:38+09:00,2,31.0,10,57,1000,0,1,1000
2022-08-26,2022-08-26 17:00:21+09:00,2,31.0,6,54,1000,0,1,1000
2021-07-04,2021-07-04 18:00:41+09:00,1,32.0,15,77,1800,0,1,1800
2021-07-04,2021-07-04 18:00:41+09:00,1,32.0,15,1,1600,0,2,3200
2022-02-04,2022-02-04 14:00:49+09:00,2,32.0,15,77,1800,0,1,1800
2022-03-24,2022-03-24 15:00:12+09:00,3,32.0,12,65,2000,0,1,2000
2022-04-11,2022-04-11 14:00:40+09:00,3,32.0,14,9,1000,0,2,2000
2022-04-11,2022-04-11 14:00:40+09:00,3,32.0,14,141,2565,135,2,5130
2021-08-13,2021-08-13 15:00:46+09:00,1,33.0,11,101,2250,0,1,2250
2022-03-31,2022-03-31 15:00:40+09:00,3,33.0,12,149,6412,338,1,6412
2022-05-18,2022-05-18 15:00:53+09:00,3,33.0,8,110,2000,0,1,2000
2022-09-16,2022-09-16 16:00:00+09:00,4,34.0,12,87,1500,0,1,1500
2022-12-21,2022-12-21 13:00:53+09:00,3,34.0,14,114,1050,450,1,1050
2021-08-30,2021-08-30 18:00:03+09:00,1,35.0,15,115,3000,0,1,3000
2021-11-05,2021-11-05 16:00:28+09:00,2,35.0,6,33,800,0,1,800
2021-12-10,2021-12-10 20:00:27+09:00,1,35.0,15,95,1400,600,1,1400
2022-01-10,2022-01-10 14:00:12+09:00,2,35.0,10,53,1500,0,2,3000
2022-04-12,2022-04-12 17:00:42+09:00,1,35.0,11,124,5130,270,1,5130
2022-10-22,2022-10-22 15:00:38+09:00,1,35.0,11,180,4500,0,1,4500
2022-12-06,2022-12-06 14:00:47+09:00,2,35.0,10,151,4800,0,2,9600
2021-11-14,2021-11-14 12:00:48+09:00,2,36.0,5,128,4500,0,1,4500
2021-11-24,2021-11-24 18:00:39+09:00,1,36.0,6,21,900,0,1,900
2022-02-03,2022-02-03 15:00:08+09:00,2,36.0,15,56,1500,0,1,1500
2022-02-21,2022-02-21 20:00:08+09:00,2,36.0,6,179,6750,0,1,6750
2022-03-23,2022-03-23 15:00:19+09:00,3,36.0,3,63,1200,0,1,1200
2022-04-20,2022-04-20 14:00:07+09:00,1,36.0,10,179,6412,338,1,6412
2022-05-06,2022-05-06 11:00:31+09:00,3,36.0,8,180,4275,225,1,4275
2022-06-04,2022-06-04 16:00:39+09:00,2,36.0,6,65,2000,0,2,4000
2022-06-15,2022-06-15 17:00:03+09:00,2,36.0,10,113,2250,0,1,2250
2022-08-21,2022-08-21 13:00:56+09:00,2,36.0,6,108,1200,0,1,1200
2021-05-18,2021-05-18 10:00:52+09:00,1,37.0,10,4,1800,0,1,1800
2021-08-30,2021-08-30 14:00:07+09:00,1,37.0,15,33,800,0,1,800
2021-11-29,2021-11-29 13:00:56+09:00,1,37.0,11,152,3600,0,1,3600
2021-12-18,2021-12-18 16:00:56+09:00,2,37.0,10,17,840,360,1,840
2022-03-23,2022-03-23 17:00:30+09:00,3,37.0,7,150,4275,225,1,4275
2022-10-16,2022-10-16 13:00:26+09:00,3,37.0,7,120,2250,0,1,2250
2022-11-14,2022-11-14 17:00:27+09:00,1,37.0,6,100,3000,0,1,3000
2022-12-04,2022-12-04 17:00:12+09:00,1,37.0,11,161,4500,0,1,4500
2021-05-28,2021-05-28 16:00:17+09:00,1,38.0,15,146,4275,225,1,4275
2021-12-11,2021-12-11 14:00:13+09:00,1,38.0,10,143,3150,1350,1,3150
2022-03-22,2022-03-22 14:00:28+09:00,1,38.0,11,176,4275,225,1,4275
2022-04-15,2022-04-15 15:00:06+09:00,1,38.0,11,158,4275,225,1,4275
2022-04-20,2022-04-20 13:00:41+09:00,1,38.0,11,28,3000,0,1,3000
2022-04-24,2022-04-24 16:00:34+09:00,1,38.0,11,117,1500,0,1,1500
2022-07-10,2022-07-10 13:00:44+09:00,1,38.0,10,78,1200,0,1,1200
2022-09-08,2022-09-08 12:00:17+09:00,2,38.0,5,80,2000,0,1,2000
2022-12-22,2022-12-22 12:00:36+09:00,3,38.0,3,176,3150,1350,1,3150
2021-05-01,2021-05-01 14:00:41+09:00,1,39.0,15,47,1200,0,1,1200
2021-05-11,2021-05-11 13:00:59+09:00,1,39.0,10,47,1200,0,1,1200
2021-06-18,2021-06-18 14:00:38+09:00,1,39.0,5,65,2000,0,1,2000
2022-02-14,2022-02-14 13:00:56+09:00,3,39.0,8,41,1500,0,1,1500
2022-02-16,2022-02-16 16:00:02+09:00,2,39.0,11,87,1500,0,2,3000
2022-03-20,2022-03-20 12:00:15+09:00,2,39.0,6,130,5700,300,2,11400
2022-03-31,2022-03-31 20:00:13+09:00,3,39.0,8,98,2250,0,1,2250
2022-04-07,2022-04-07 18:00:00+09:00,3,39.0,7,63,1200,0,1,1200
2022-04-12,2022-04-12 20:00:58+09:00,3,39.0,8,112,3000,0,1,3000
2022-04-28,2022-04-28 14:00:58+09:00,3,39.0,14,98,2250,0,1,2250
2022-06-02,2022-06-02 16:00:23+09:00,3,39.0,12,87,1500,0,2,3000
2022-07-27,2022-07-27 13:00:35+09:00,3,39.0,7,33,800,0,1,800
2022-10-22,2022-10-22 14:00:00+09:00,4,39.0,12,101,2250,0,1,2250
2022-11-26,2022-11-26 13:00:52+09:00,4,39.0,7,51,900,0,1,900
2022-11-26,2022-11-26 13:00:52+09:00,4,39.0,7,14,2250,0,1,2250
2022-12-25,2022-12-25 11:00:34+09:00,4,39.0,7,166,3360,1440,1,3360
2022-07-01,2022-07-01 14:00:45+09:00,1,40.0,15,35,1350,0,1,1350
2022-08-01,2022-08-01 16:00:38+09:00,1,40.0,6,2,1200,0,1,1200
2022-08-03,2022-08-03 20:00:01+09:00,1,40.0,10,68,2250,0,1,2250
2022-08-03,2022-08-03 20:00:01+09:00,1,40.0,10,109,2700,0,2,5400
2022-11-11,2022-11-11 14:00:53+09:00,1,40.0,6,143,4500,0,1,4500
2021-05-23,2021-05-23 13:00:58+09:00,1,41.0,15,61,2400,0,1,2400
2021-05-23,2021-05-23 13:00:58+09:00,1,41.0,15,44,2250,0,1,2250
2021-06-20,2021-06-20 15:00:30+09:00,1,41.0,15,90,2250,0,1,2250
2021-12-16,2021-12-16 13:00:13+09:00,2,41.0,15,127,4200,1800,2,8400
2022-02-20,2022-02-20 15:00:42+09:00,3,41.0,7,27,1000,0,2,2000
2022-02-20,2022-02-20 15:00:42+09:00,3,41.0,7,149,6750,0,2,13500
2022-03-20,2022-03-20 10:00:40+09:00,3,41.0,12,79,2700,0,1,2700
2022-09-09,2022-09-09 18:00:16+09:00,3,41.0,8,107,1800,0,1,1800
2022-01-08,2022-01-08 14:00:20+09:00,1,42.0,11,66,945,405,1,945
2022-01-19,2022-01-19 17:00:04+09:00,1,42.0,6,80,2000,0,2,4000
2022-02-24,2022-02-24 14:00:12+09:00,1,42.0,6,125,4050,0,1,4050
2022-04-24,2022-04-24 13:00:25+09:00,1,42.0,15,98,2250,0,1,2250
2022-06-26,2022-06-26 14:00:13+09:00,1,42.0,6,3,800,0,1,800
2022-08-03,2022-08-03 13:00:37+09:00,3,42.0,12,80,2000,0,1,2000
2022-08-03,2022-08-03 13:00:37+09:00,3,42.0,12,29,2250,0,2,4500
2022-08-03,2022-08-03 13:00:37+09:00,3,42.0,12,14,2250,0,2,4500
2022-09-21,2022-09-21 15:00:15+09:00,3,42.0,3,14,2025,225,1,2025
2021-05-01,2021-05-01 13:00:35+09:00,1,43.0,15,153,2280,120,1,2280
2021-05-05,2021-05-05 12:00:02+09:00,1,43.0,15,135,4275,225,1,4275
2021-05-19,2021-05-19 13:00:22+09:00,1,43.0,6,17,1200,0,1,1200
2021-07-09,2021-07-09 14:00:28+09:00,1,43.0,10,32,1200,0,2,2400
2021-07-11,2021-07-11 15:00:57+09:00,1,43.0,11,14,2250,0,1,2250
2021-09-18,2021-09-18 17:00:19+09:00,1,43.0,10,14,2025,225,2,4050
2021-09-20,2021-09-20 20:00:18+09:00,1,43.0,10,95,2000,0,1,2000
2021-10-02,2021-10-02 17:00:11+09:00,1,43.0,6,29,2025,225,2,4050
2021-11-17,2021-11-17 13:00:13+09:00,1,43.0,6,171,2700,0,2,5400
2021-11-17,2021-11-17 13:00:13+09:00,1,43.0,6,168,2400,0,1,2400
2022-02-06,2022-02-06 12:00:22+09:00,1,43.0,11,5,1350,0,2,2700
2022-07-12,2022-07-12 14:00:43+09:00,1,43.0,10,120,2250,0,1,2250
2022-09-02,2022-09-02 15:00:20+09:00,3,43.0,8,23,1350,150,1,1350
2022-10-26,2022-10-26 16:00:24+09:00,1,43.0,6,98,2250,0,1,2250
2021-06-02,2021-06-02 17:00:49+09:00,1,44.0,6,53,1500,0,1,1500
2021-06-15,2021-06-15 17:00:14+09:00,1,44.0,6,66,1350,0,1,1350
2021-08-23,2021-08-23 15:00:20+09:00,1,44.0,6,83,2250,0,1,2250
2021-10-14,2021-10-14 14:00:23+09:00,1,44.0,10,149,6750,0,1,6750
2021-11-05,2021-11-05 17:00:42+09:00,2,44.0,11,161,4500,0,1,4500
2021-12-31,2021-12-31 13:00:15+09:00,1,44.0,10,50,945,405,1,945
2022-04-24,2022-04-24 15:00:25+09:00,2,44.0,10,161,4275,225,1,4275
2022-07-21,2022-07-21 19:00:10+09:00,2,44.0,11,6,900,0,2,1800
2022-08-03,2022-08-03 11:00:54+09:00,2,44.0,15,6,900,0,1,900
2022-08-03,2022-08-03 11:00:54+09:00,2,44.0,15,20,1350,0,1,1350
2022-08-03,2022-08-03 11:00:54+09:00,2,44.0,15,6,900,0,1,900
2022-08-27,2022-08-27 10:00:03+09:00,2,44.0,6,59,2250,0,3,6750
2022-10-04,2022-10-04 15:00:42+09:00,4,44.0,7,110,2000,0,2,4000
2022-11-04,2022-11-04 12:00:23+09:00,4,44.0,12,152,3600,0,1,3600
2022-11-24,2022-11-24 17:00:43+09:00,1,44.0,10,156,2700,0,1,2700
2022-03-29,2022-03-29 15:00:25+09:00,3,45.0,8,68,2250,0,1,2250
2022-04-06,2022-04-06 13:00:46+09:00,3,45.0,12,101,2250,0,1,2250
2022-06-30,2022-06-30 14:00:27+09:00,3,45.0,14,110,2000,0,1,2000
2022-07-24,2022-07-24 18:00:30+09:00,3,45.0,7,24,1000,0,2,2000
2022-09-18,2022-09-18 13:00:04+09:00,4,45.0,8,63,1200,0,1,1200
2022-11-24,2022-11-24 14:00:44+09:00,3,45.0,12,15,1500,0,1,1500
2022-11-24,2022-11-24 14:00:44+09:00,3,45.0,12,66,1350,0,1,1350
2022-12-16,2022-12-16 13:00:50+09:00,4,45.0,14,134,4725,2025,2,9450
2022-01-23,2022-01-23 15:00:27+09:00,2,46.0,11,168,2400,0,1,2400
2022-02-03,2022-02-03 20:00:38+09:00,1,46.0,6,131,4500,0,1,4500
2022-07-31,2022-07-31 13:00:52+09:00,1,46.0,10,58,3000,0,2,6000
2022-12-11,2022-12-11 14:00:37+09:00,4,46.0,14,161,3150,1350,1,3150
2022-06-17,2022-06-17 17:00:11+09:00,2,47.0,10,6,900,0,1,900
2022-07-22,2022-07-22 13:00:57+09:00,3,47.0,14,27,1000,0,1,1000
2022-08-30,2022-08-30 13:00:28+09:00,3,47.0,14,119,3400,0,2,6800
2022-10-09,2022-10-09 16:00:50+09:00,3,47.0,7,36,810,90,2,1620
2022-11-22,2022-11-22 15:00:38+09:00,2,47.0,6,114,1500,0,1,1500
2022-08-01,2022-08-01 18:00:01+09:00,3,48.0,7,20,1350,0,1,1350
2022-09-03,2022-09-03 12:00:26+09:00,3,48.0,12,20,1215,135,2,2430
2022-09-17,2022-09-17 12:00:11+09:00,4,48.0,14,134,6750,0,1,6750
2022-09-22,2022-09-22 14:00:08+09:00,1,48.0,6,116,2250,0,1,2250
2021-08-31,2021-08-31 15:00:22+09:00,1,49.0,11,94,2700,0,1,2700
2021-10-15,2021-10-15 13:00:23+09:00,1,49.0,10,72,1500,0,1,1500
2021-11-29,2021-11-29 13:00:04+09:00,2,49.0,11,104,3400,0,2,6800
2022-01-14,2022-01-14 14:00:26+09:00,2,49.0,6,144,3000,0,1,3000
